temple,date,day_of_week,is_weekend,month,is_monsoon,time_slot,festival_multiplier,days_to_nearest_festival,footfall
Pavagadh,2023-01-24,1,0,1,0,Night 8-11,1.0,57,874
Somnath,2023-01-25,2,0,1,0,Morning 6-9,1.0,24,738
Somnath,2023-01-25,2,0,1,0,Afternoon 10-1,1.0,24,1049
Somnath,2023-01-25,2,0,1,0,Evening 4-7,1.0,24,1242
Somnath,2023-01-25,2,0,1,0,Night 8-11,1.0,24,561
Dwarka,2023-01-25,2,0,1,0,Morning 6-9,1.0,42,922
Dwarka,2023-01-25,2,0,1,0,Afternoon 10-1,1.0,42,1279
Dwarka,2023-01-25,2,0,1,0,Evening 4-7,1.0,42,1646
Dwarka,2023-01-25,2,0,1,0,Night 8-11,1.0,42,673
Ambaji,2023-01-25,2,0,1,0,Morning 6-9,1.0,56,633
Ambaji,2023-01-25,2,0,1,0,Afternoon 10-1,1.0,56,844
Ambaji,2023-01-25,2,0,1,0,Evening 4-7,1.0,56,1152
Ambaji,2023-01-25,2,0,1,0,Night 8-11,1.0,56,506
Pavagadh,2023-01-25,2,0,1,0,Morning 6-9,1.0,56,1036
Pavagadh,2023-01-25,2,0,1,0,Afternoon 10-1,1.0,56,1566
Pavagadh,2023-01-25,2,0,1,0,Evening 4-7,1.0,56,1879
Pavagadh,2023-01-25,2,0,1,0,Night 8-11,1.0,56,824
Somnath,2023-01-26,3,0,1,0,Morning 6-9,1.0,23,716
Somnath,2023-01-26,3,0,1,0,Afternoon 10-1,1.0,23,1023
Somnath,2023-01-26,3,0,1,0,Evening 4-7,1.0,23,1388
Somnath,2023-01-26,3,0,1,0,Night 8-11,1.0,23,573
Dwarka,2023-01-26,3,0,1,0,Morning 6-9,1.0,41,871
Dwarka,2023-01-26,3,0,1,0,Afternoon 10-1,1.0,41,1339
Dwarka,2023-01-26,3,0,1,0,Evening 4-7,1.0,41,1662
Dwarka,2023-01-26,3,0,1,0,Night 8-11,1.0,41,700
Ambaji,2023-01-26,3,0,1,0,Morning 6-9,1.0,55,594
Ambaji,2023-01-26,3,0,1,0,Afternoon 10-1,1.0,55,975
Ambaji,2023-01-26,3,0,1,0,Evening 4-7,1.0,55,1136
Ambaji,2023-01-26,3,0,1,0,Night 8-11,1.0,55,481
Pavagadh,2023-01-26,3,0,1,0,Morning 6-9,1.0,55,1175
Pavagadh,2023-01-26,3,0,1,0,Afternoon 10-1,1.0,55,1581
Pavagadh,2023-01-26,3,0,1,0,Evening 4-7,1.0,55,1908
Pavagadh,2023-01-26,3,0,1,0,Night 8-11,1.0,55,741
Somnath,2023-01-27,4,0,1,0,Morning 6-9,1.0,22,763
Somnath,2023-01-27,4,0,1,0,Afternoon 10-1,1.0,22,1005
Somnath,2023-01-27,4,0,1,0,Evening 4-7,1.0,22,1265
Somnath,2023-01-27,4,0,1,0,Night 8-11,1.0,22,545
Dwarka,2023-01-27,4,0,1,0,Morning 6-9,1.0,40,943
Dwarka,2023-01-27,4,0,1,0,Afternoon 10-1,1.0,40,1353
Dwarka,2023-01-27,4,0,1,0,Evening 4-7,1.0,40,1617
Dwarka,2023-01-27,4,0,1,0,Night 8-11,1.0,40,691
Ambaji,2023-01-27,4,0,1,0,Morning 6-9,1.0,54,622
Ambaji,2023-01-27,4,0,1,0,Afternoon 10-1,1.0,54,943
Ambaji,2023-01-27,4,0,1,0,Evening 4-7,1.0,54,1166
Ambaji,2023-01-27,4,0,1,0,Night 8-11,1.0,54,506
Pavagadh,2023-01-27,4,0,1,0,Morning 6-9,1.0,54,1104
Pavagadh,2023-01-27,4,0,1,0,Afternoon 10-1,1.0,54,1593
Pavagadh,2023-01-27,4,0,1,0,Evening 4-7,1.0,54,1909
Pavagadh,2023-01-27,4,0,1,0,Night 8-11,1.0,54,837
Somnath,2023-01-28,5,1,1,0,Morning 6-9,1.0,21,993
Somnath,2023-01-28,5,1,1,0,Afternoon 10-1,1.0,21,1403
Somnath,2023-01-28,5,1,1,0,Evening 4-7,1.0,21,1789
Somnath,2023-01-28,5,1,1,0,Night 8-11,1.0,21,765
Dwarka,2023-01-28,5,1,1,0,Morning 6-9,1.0,39,1276
Dwarka,2023-01-28,5,1,1,0,Afternoon 10-1,1.0,39,1798
Dwarka,2023-01-28,5,1,1,0,Evening 4-7,1.0,39,2137
Dwarka,2023-01-28,5,1,1,0,Night 8-11,1.0,39,944
Ambaji,2023-01-28,5,1,1,0,Morning 6-9,1.0,53,884
Ambaji,2023-01-28,5,1,1,0,Afternoon 10-1,1.0,53,1303
Ambaji,2023-01-28,5,1,1,0,Evening 4-7,1.0,53,1663
Ambaji,2023-01-28,5,1,1,0,Night 8-11,1.0,53,700
Pavagadh,2023-01-28,5,1,1,0,Morning 6-9,1.0,53,1431
Pavagadh,2023-01-28,5,1,1,0,Afternoon 10-1,1.0,53,2103
Pavagadh,2023-01-28,5,1,1,0,Evening 4-7,1.0,53,2563
Pavagadh,2023-01-28,5,1,1,0,Night 8-11,1.0,53,1153
Somnath,2023-01-29,6,1,1,0,Morning 6-9,1.0,20,1055
Somnath,2023-01-29,6,1,1,0,Afternoon 10-1,1.0,20,1448
Somnath,2023-01-29,6,1,1,0,Evening 4-7,1.0,20,1801
Somnath,2023-01-29,6,1,1,0,Night 8-11,1.0,20,807
Dwarka,2023-01-29,6,1,1,0,Morning 6-9,1.0,38,1257
Dwarka,2023-01-29,6,1,1,0,Afternoon 10-1,1.0,38,1843
Dwarka,2023-01-29,6,1,1,0,Evening 4-7,1.0,38,2139
Dwarka,2023-01-29,6,1,1,0,Night 8-11,1.0,38,967
Ambaji,2023-01-29,6,1,1,0,Morning 6-9,1.0,52,847
Ambaji,2023-01-29,6,1,1,0,Afternoon 10-1,1.0,52,1235
Ambaji,2023-01-29,6,1,1,0,Evening 4-7,1.0,52,1582
Ambaji,2023-01-29,6,1,1,0,Night 8-11,1.0,52,657
Pavagadh,2023-01-29,6,1,1,0,Morning 6-9,1.9,52,2761
Pavagadh,2023-01-29,6,1,1,0,Afternoon 10-1,1.9,52,3861
Pavagadh,2023-01-29,6,1,1,0,Evening 4-7,1.9,52,5275
Pavagadh,2023-01-29,6,1,1,0,Night 8-11,1.9,52,2226
Somnath,2023-01-30,0,0,1,0,Morning 6-9,1.0,19,666
Somnath,2023-01-30,0,0,1,0,Afternoon 10-1,1.0,19,1104
Somnath,2023-01-30,0,0,1,0,Evening 4-7,1.0,19,1275
Somnath,2023-01-30,0,0,1,0,Night 8-11,1.0,19,571
Dwarka,2023-01-30,0,0,1,0,Morning 6-9,1.0,37,890
Dwarka,2023-01-30,0,0,1,0,Afternoon 10-1,1.0,37,1314
Dwarka,2023-01-30,0,0,1,0,Evening 4-7,1.0,37,1615
Dwarka,2023-01-30,0,0,1,0,Night 8-11,1.0,37,716
Ambaji,2023-01-30,0,0,1,0,Morning 6-9,1.0,51,606
Ambaji,2023-01-30,0,0,1,0,Afternoon 10-1,1.0,51,960
Ambaji,2023-01-30,0,0,1,0,Evening 4-7,1.0,51,1214
Ambaji,2023-01-30,0,0,1,0,Night 8-11,1.0,51,501
Pavagadh,2023-01-30,0,0,1,0,Morning 6-9,1.0,51,1161
Pavagadh,2023-01-30,0,0,1,0,Afternoon 10-1,1.0,51,1529
Pavagadh,2023-01-30,0,0,1,0,Evening 4-7,1.0,51,2012
Pavagadh,2023-01-30,0,0,1,0,Night 8-11,1.0,51,809
Somnath,2023-01-31,1,0,1,0,Morning 6-9,1.0,18,758
Somnath,2023-01-31,1,0,1,0,Afternoon 10-1,1.0,18,1062
Somnath,2023-01-31,1,0,1,0,Evening 4-7,1.0,18,1297
Somnath,2023-01-31,1,0,1,0,Night 8-11,1.0,18,581
Dwarka,2023-01-31,1,0,1,0,Morning 6-9,1.0,36,875
Dwarka,2023-01-31,1,0,1,0,Afternoon 10-1,1.0,36,1238
Dwarka,2023-01-31,1,0,1,0,Evening 4-7,1.0,36,1594
Dwarka,2023-01-31,1,0,1,0,Night 8-11,1.0,36,699
Ambaji,2023-01-31,1,0,1,0,Morning 6-9,1.0,50,673
Ambaji,2023-01-31,1,0,1,0,Afternoon 10-1,1.0,50,942
Ambaji,2023-01-31,1,0,1,0,Evening 4-7,1.0,50,1224
Ambaji,2023-01-31,1,0,1,0,Night 8-11,1.0,50,461
Pavagadh,2023-01-31,1,0,1,0,Morning 6-9,1.0,50,1044
Pavagadh,2023-01-31,1,0,1,0,Afternoon 10-1,1.0,50,1544
Pavagadh,2023-01-31,1,0,1,0,Evening 4-7,1.0,50,1929
Pavagadh,2023-01-31,1,0,1,0,Night 8-11,1.0,50,815
Somnath,2023-02-01,2,0,2,0,Morning 6-9,1.0,17,742
Somnath,2023-02-01,2,0,2,0,Afternoon 10-1,1.0,17,1044
Somnath,2023-02-01,2,0,2,0,Evening 4-7,1.0,17,1325
Somnath,2023-02-01,2,0,2,0,Night 8-11,1.0,17,552
Dwarka,2023-02-01,2,0,2,0,Morning 6-9,1.0,35,859
Dwarka,2023-02-01,2,0,2,0,Afternoon 10-1,1.0,35,1307
Dwarka,2023-02-01,2,0,2,0,Evening 4-7,1.0,35,1618
Dwarka,2023-02-01,2,0,2,0,Night 8-11,1.0,35,678
Ambaji,2023-02-01,2,0,2,0,Morning 6-9,1.0,49,638
Ambaji,2023-02-01,2,0,2,0,Afternoon 10-1,1.0,49,940
Ambaji,2023-02-01,2,0,2,0,Evening 4-7,1.0,49,1142
Ambaji,2023-02-01,2,0,2,0,Night 8-11,1.0,49,512
Pavagadh,2023-02-01,2,0,2,0,Morning 6-9,1.0,49,1013
Pavagadh,2023-02-01,2,0,2,0,Afternoon 10-1,1.0,49,1517
Pavagadh,2023-02-01,2,0,2,0,Evening 4-7,1.0,49,2153
Pavagadh,2023-02-01,2,0,2,0,Night 8-11,1.0,49,779
Somnath,2023-02-02,3,0,2,0,Morning 6-9,1.0,16,683
Somnath,2023-02-02,3,0,2,0,Afternoon 10-1,1.0,16,1094
Somnath,2023-02-02,3,0,2,0,Evening 4-7,1.0,16,1208
Somnath,2023-02-02,3,0,2,0,Night 8-11,1.0,16,547
Dwarka,2023-02-02,3,0,2,0,Morning 6-9,1.0,34,969
Dwarka,2023-02-02,3,0,2,0,Afternoon 10-1,1.0,34,1231
Dwarka,2023-02-02,3,0,2,0,Evening 4-7,1.0,34,1498
Dwarka,2023-02-02,3,0,2,0,Night 8-11,1.0,34,642
Ambaji,2023-02-02,3,0,2,0,Morning 6-9,1.0,48,660
Ambaji,2023-02-02,3,0,2,0,Afternoon 10-1,1.0,48,980
Ambaji,2023-02-02,3,0,2,0,Evening 4-7,1.0,48,1139
Ambaji,2023-02-02,3,0,2,0,Night 8-11,1.0,48,501
Pavagadh,2023-02-02,3,0,2,0,Morning 6-9,1.0,48,1122
Pavagadh,2023-02-02,3,0,2,0,Afternoon 10-1,1.0,48,1674
Pavagadh,2023-02-02,3,0,2,0,Evening 4-7,1.0,48,1918
Pavagadh,2023-02-02,3,0,2,0,Night 8-11,1.0,48,738
Somnath,2023-02-03,4,0,2,0,Morning 6-9,1.0,15,699
Somnath,2023-02-03,4,0,2,0,Afternoon 10-1,1.0,15,1044
Somnath,2023-02-03,4,0,2,0,Evening 4-7,1.0,15,1304
Somnath,2023-02-03,4,0,2,0,Night 8-11,1.0,15,548
Dwarka,2023-02-03,4,0,2,0,Morning 6-9,1.0,33,932
Dwarka,2023-02-03,4,0,2,0,Afternoon 10-1,1.0,33,1379
Dwarka,2023-02-03,4,0,2,0,Evening 4-7,1.0,33,1616
Dwarka,2023-02-03,4,0,2,0,Night 8-11,1.0,33,712
Ambaji,2023-02-03,4,0,2,0,Morning 6-9,1.0,47,647
Ambaji,2023-02-03,4,0,2,0,Afternoon 10-1,1.0,47,940
Ambaji,2023-02-03,4,0,2,0,Evening 4-7,1.0,47,1205
Ambaji,2023-02-03,4,0,2,0,Night 8-11,1.0,47,489
Pavagadh,2023-02-03,4,0,2,0,Morning 6-9,1.0,47,1150
Pavagadh,2023-02-03,4,0,2,0,Afternoon 10-1,1.0,47,1473
Pavagadh,2023-02-03,4,0,2,0,Evening 4-7,1.0,47,1898
Pavagadh,2023-02-03,4,0,2,0,Night 8-11,1.0,47,808
Somnath,2023-02-04,5,1,2,0,Morning 6-9,1.0,14,1015
Somnath,2023-02-04,5,1,2,0,Afternoon 10-1,1.0,14,1541
Somnath,2023-02-04,5,1,2,0,Evening 4-7,1.0,14,1816
Somnath,2023-02-04,5,1,2,0,Night 8-11,1.0,14,719
Dwarka,2023-02-04,5,1,2,0,Morning 6-9,1.0,32,1273
Dwarka,2023-02-04,5,1,2,0,Afternoon 10-1,1.0,32,1866
Dwarka,2023-02-04,5,1,2,0,Evening 4-7,1.0,32,2071
Dwarka,2023-02-04,5,1,2,0,Night 8-11,1.0,32,942
Ambaji,2023-02-04,5,1,2,0,Morning 6-9,1.0,46,824
Ambaji,2023-02-04,5,1,2,0,Afternoon 10-1,1.0,46,1259
Ambaji,2023-02-04,5,1,2,0,Evening 4-7,1.0,46,1546
Ambaji,2023-02-04,5,1,2,0,Night 8-11,1.0,46,695
Pavagadh,2023-02-04,5,1,2,0,Morning 6-9,1.0,46,1473
Pavagadh,2023-02-04,5,1,2,0,Afternoon 10-1,1.0,46,2045
Pavagadh,2023-02-04,5,1,2,0,Evening 4-7,1.0,46,2768
Pavagadh,2023-02-04,5,1,2,0,Night 8-11,1.0,46,1057
Somnath,2023-02-05,6,1,2,0,Morning 6-9,1.0,13,1010
Somnath,2023-02-05,6,1,2,0,Afternoon 10-1,1.0,13,1419
Somnath,2023-02-05,6,1,2,0,Evening 4-7,1.0,13,1792
Somnath,2023-02-05,6,1,2,0,Night 8-11,1.0,13,778
Dwarka,2023-02-05,6,1,2,0,Morning 6-9,1.0,31,1257
Dwarka,2023-02-05,6,1,2,0,Afternoon 10-1,1.0,31,1908
Dwarka,2023-02-05,6,1,2,0,Evening 4-7,1.0,31,2239
Dwarka,2023-02-05,6,1,2,0,Night 8-11,1.0,31,953
Ambaji,2023-02-05,6,1,2,0,Morning 6-9,1.0,45,864
Ambaji,2023-02-05,6,1,2,0,Afternoon 10-1,1.0,45,1303
Ambaji,2023-02-05,6,1,2,0,Evening 4-7,1.0,45,1632
Ambaji,2023-02-05,6,1,2,0,Night 8-11,1.0,45,670
Pavagadh,2023-02-05,6,1,2,0,Morning 6-9,1.9,45,2585
Pavagadh,2023-02-05,6,1,2,0,Afternoon 10-1,1.9,45,4151
Pavagadh,2023-02-05,6,1,2,0,Evening 4-7,1.9,45,5154
Pavagadh,2023-02-05,6,1,2,0,Night 8-11,1.9,45,2072
Somnath,2023-02-06,0,0,2,0,Morning 6-9,1.0,12,685
Somnath,2023-02-06,0,0,2,0,Afternoon 10-1,1.0,12,1125
Somnath,2023-02-06,0,0,2,0,Evening 4-7,1.0,12,1343
Somnath,2023-02-06,0,0,2,0,Night 8-11,1.0,12,547
Dwarka,2023-02-06,0,0,2,0,Morning 6-9,1.0,30,852
Dwarka,2023-02-06,0,0,2,0,Afternoon 10-1,1.0,30,1269
Dwarka,2023-02-06,0,0,2,0,Evening 4-7,1.0,30,1712
Dwarka,2023-02-06,0,0,2,0,Night 8-11,1.0,30,686
Ambaji,2023-02-06,0,0,2,0,Morning 6-9,1.0,44,623
Ambaji,2023-02-06,0,0,2,0,Afternoon 10-1,1.0,44,957
Ambaji,2023-02-06,0,0,2,0,Evening 4-7,1.0,44,1125
Ambaji,2023-02-06,0,0,2,0,Night 8-11,1.0,44,517
Pavagadh,2023-02-06,0,0,2,0,Morning 6-9,1.0,44,1120
Pavagadh,2023-02-06,0,0,2,0,Afternoon 10-1,1.0,44,1533
Pavagadh,2023-02-06,0,0,2,0,Evening 4-7,1.0,44,1889
Pavagadh,2023-02-06,0,0,2,0,Night 8-11,1.0,44,727
Somnath,2023-02-07,1,0,2,0,Morning 6-9,1.0,11,680
Somnath,2023-02-07,1,0,2,0,Afternoon 10-1,1.0,11,1006
Somnath,2023-02-07,1,0,2,0,Evening 4-7,1.0,11,1325
Somnath,2023-02-07,1,0,2,0,Night 8-11,1.0,11,545
Dwarka,2023-02-07,1,0,2,0,Morning 6-9,1.0,29,844
Dwarka,2023-02-07,1,0,2,0,Afternoon 10-1,1.0,29,1298
Dwarka,2023-02-07,1,0,2,0,Evening 4-7,1.0,29,1660
Dwarka,2023-02-07,1,0,2,0,Night 8-11,1.0,29,697
Ambaji,2023-02-07,1,0,2,0,Morning 6-9,1.0,43,589
Ambaji,2023-02-07,1,0,2,0,Afternoon 10-1,1.0,43,933
Ambaji,2023-02-07,1,0,2,0,Evening 4-7,1.0,43,1098
Ambaji,2023-02-07,1,0,2,0,Night 8-11,1.0,43,505
Pavagadh,2023-02-07,1,0,2,0,Morning 6-9,1.0,43,1096
Pavagadh,2023-02-07,1,0,2,0,Afternoon 10-1,1.0,43,1506
Pavagadh,2023-02-07,1,0,2,0,Evening 4-7,1.0,43,1878
Pavagadh,2023-02-07,1,0,2,0,Night 8-11,1.0,43,798
Somnath,2023-02-08,2,0,2,0,Morning 6-9,1.0,10,657
Somnath,2023-02-08,2,0,2,0,Afternoon 10-1,1.0,10,1077
Somnath,2023-02-08,2,0,2,0,Evening 4-7,1.0,10,1303
Somnath,2023-02-08,2,0,2,0,Night 8-11,1.0,10,574
Dwarka,2023-02-08,2,0,2,0,Morning 6-9,1.0,28,853
Dwarka,2023-02-08,2,0,2,0,Afternoon 10-1,1.0,28,1280
Dwarka,2023-02-08,2,0,2,0,Evening 4-7,1.0,28,1529
Dwarka,2023-02-08,2,0,2,0,Night 8-11,1.0,28,655
Ambaji,2023-02-08,2,0,2,0,Morning 6-9,1.0,42,607
Ambaji,2023-02-08,2,0,2,0,Afternoon 10-1,1.0,42,975
Ambaji,2023-02-08,2,0,2,0,Evening 4-7,1.0,42,1130
Ambaji,2023-02-08,2,0,2,0,Night 8-11,1.0,42,490
Pavagadh,2023-02-08,2,0,2,0,Morning 6-9,1.0,42,1046
Pavagadh,2023-02-08,2,0,2,0,Afternoon 10-1,1.0,42,1483
Pavagadh,2023-02-08,2,0,2,0,Evening 4-7,1.0,42,1924
Pavagadh,2023-02-08,2,0,2,0,Night 8-11,1.0,42,832
Somnath,2023-02-09,3,0,2,0,Morning 6-9,1.0,9,688
Somnath,2023-02-09,3,0,2,0,Afternoon 10-1,1.0,9,1097
Somnath,2023-02-09,3,0,2,0,Evening 4-7,1.0,9,1273
Somnath,2023-02-09,3,0,2,0,Night 8-11,1.0,9,542
Dwarka,2023-02-09,3,0,2,0,Morning 6-9,1.0,27,911
Dwarka,2023-02-09,3,0,2,0,Afternoon 10-1,1.0,27,1278
Dwarka,2023-02-09,3,0,2,0,Evening 4-7,1.0,27,1630
Dwarka,2023-02-09,3,0,2,0,Night 8-11,1.0,27,674
Ambaji,2023-02-09,3,0,2,0,Morning 6-9,1.0,41,641
Ambaji,2023-02-09,3,0,2,0,Afternoon 10-1,1.0,41,848
Ambaji,2023-02-09,3,0,2,0,Evening 4-7,1.0,41,1077
Ambaji,2023-02-09,3,0,2,0,Night 8-11,1.0,41,500
Pavagadh,2023-02-09,3,0,2,0,Morning 6-9,1.0,41,1107
Pavagadh,2023-02-09,3,0,2,0,Afternoon 10-1,1.0,41,1506
Pavagadh,2023-02-09,3,0,2,0,Evening 4-7,1.0,41,1919
Pavagadh,2023-02-09,3,0,2,0,Night 8-11,1.0,41,822
Somnath,2023-02-10,4,0,2,0,Morning 6-9,1.0,8,743
Somnath,2023-02-10,4,0,2,0,Afternoon 10-1,1.0,8,976
Somnath,2023-02-10,4,0,2,0,Evening 4-7,1.0,8,1271
Somnath,2023-02-10,4,0,2,0,Night 8-11,1.0,8,545
Dwarka,2023-02-10,4,0,2,0,Morning 6-9,1.0,26,918
Dwarka,2023-02-10,4,0,2,0,Afternoon 10-1,1.0,26,1444
Dwarka,2023-02-10,4,0,2,0,Evening 4-7,1.0,26,1613
Dwarka,2023-02-10,4,0,2,0,Night 8-11,1.0,26,644
Ambaji,2023-02-10,4,0,2,0,Morning 6-9,1.0,40,648
Ambaji,2023-02-10,4,0,2,0,Afternoon 10-1,1.0,40,987
Ambaji,2023-02-10,4,0,2,0,Evening 4-7,1.0,40,1168
Ambaji,2023-02-10,4,0,2,0,Night 8-11,1.0,40,470
Pavagadh,2023-02-10,4,0,2,0,Morning 6-9,1.0,40,1103
Pavagadh,2023-02-10,4,0,2,0,Afternoon 10-1,1.0,40,1604
Pavagadh,2023-02-10,4,0,2,0,Evening 4-7,1.0,40,1858
Pavagadh,2023-02-10,4,0,2,0,Night 8-11,1.0,40,825
Somnath,2023-02-11,5,1,2,0,Morning 6-9,1.0,7,1037
Somnath,2023-02-11,5,1,2,0,Afternoon 10-1,1.0,7,1536
Somnath,2023-02-11,5,1,2,0,Evening 4-7,1.0,7,1813
Somnath,2023-02-11,5,1,2,0,Night 8-11,1.0,7,752
Dwarka,2023-02-11,5,1,2,0,Morning 6-9,1.0,25,1292
Dwarka,2023-02-11,5,1,2,0,Afternoon 10-1,1.0,25,1724
Dwarka,2023-02-11,5,1,2,0,Evening 4-7,1.0,25,2285
Dwarka,2023-02-11,5,1,2,0,Night 8-11,1.0,25,890
Ambaji,2023-02-11,5,1,2,0,Morning 6-9,1.0,39,917
Ambaji,2023-02-11,5,1,2,0,Afternoon 10-1,1.0,39,1280
Ambaji,2023-02-11,5,1,2,0,Evening 4-7,1.0,39,1686
Ambaji,2023-02-11,5,1,2,0,Night 8-11,1.0,39,686
Pavagadh,2023-02-11,5,1,2,0,Morning 6-9,1.0,39,1395
Pavagadh,2023-02-11,5,1,2,0,Afternoon 10-1,1.0,39,2279
Pavagadh,2023-02-11,5,1,2,0,Evening 4-7,1.0,39,2840
Pavagadh,2023-02-11,5,1,2,0,Night 8-11,1.0,39,1161
Somnath,2023-02-12,6,1,2,0,Morning 6-9,1.0,6,967
Somnath,2023-02-12,6,1,2,0,Afternoon 10-1,1.0,6,1448
Somnath,2023-02-12,6,1,2,0,Evening 4-7,1.0,6,1829
Somnath,2023-02-12,6,1,2,0,Night 8-11,1.0,6,741
Dwarka,2023-02-12,6,1,2,0,Morning 6-9,1.0,24,1315
Dwarka,2023-02-12,6,1,2,0,Afternoon 10-1,1.0,24,1822
Dwarka,2023-02-12,6,1,2,0,Evening 4-7,1.0,24,2003
Dwarka,2023-02-12,6,1,2,0,Night 8-11,1.0,24,955
Ambaji,2023-02-12,6,1,2,0,Morning 6-9,1.0,38,867
Ambaji,2023-02-12,6,1,2,0,Afternoon 10-1,1.0,38,1290
Ambaji,2023-02-12,6,1,2,0,Evening 4-7,1.0,38,1581
Ambaji,2023-02-12,6,1,2,0,Night 8-11,1.0,38,694
Pavagadh,2023-02-12,6,1,2,0,Morning 6-9,1.9,38,2911
Pavagadh,2023-02-12,6,1,2,0,Afternoon 10-1,1.9,38,4143
Pavagadh,2023-02-12,6,1,2,0,Evening 4-7,1.9,38,5011
Pavagadh,2023-02-12,6,1,2,0,Night 8-11,1.9,38,2127
Somnath,2023-02-13,0,0,2,0,Morning 6-9,1.0,5,723
Somnath,2023-02-13,0,0,2,0,Afternoon 10-1,1.0,5,1028
Somnath,2023-02-13,0,0,2,0,Evening 4-7,1.0,5,1348
Somnath,2023-02-13,0,0,2,0,Night 8-11,1.0,5,563
Dwarka,2023-02-13,0,0,2,0,Morning 6-9,1.0,23,947
Dwarka,2023-02-13,0,0,2,0,Afternoon 10-1,1.0,23,1378
Dwarka,2023-02-13,0,0,2,0,Evening 4-7,1.0,23,1583
Dwarka,2023-02-13,0,0,2,0,Night 8-11,1.0,23,705
Ambaji,2023-02-13,0,0,2,0,Morning 6-9,1.0,37,613
Ambaji,2023-02-13,0,0,2,0,Afternoon 10-1,1.0,37,964
Ambaji,2023-02-13,0,0,2,0,Evening 4-7,1.0,37,1138
Ambaji,2023-02-13,0,0,2,0,Night 8-11,1.0,37,468
Pavagadh,2023-02-13,0,0,2,0,Morning 6-9,1.0,37,1074
Pavagadh,2023-02-13,0,0,2,0,Afternoon 10-1,1.0,37,1395
Pavagadh,2023-02-13,0,0,2,0,Evening 4-7,1.0,37,1802
Pavagadh,2023-02-13,0,0,2,0,Night 8-11,1.0,37,807
Somnath,2023-02-14,1,0,2,0,Morning 6-9,1.0,4,725
Somnath,2023-02-14,1,0,2,0,Afternoon 10-1,1.0,4,1047
Somnath,2023-02-14,1,0,2,0,Evening 4-7,1.0,4,1234
Somnath,2023-02-14,1,0,2,0,Night 8-11,1.0,4,534
Dwarka,2023-02-14,1,0,2,0,Morning 6-9,1.0,22,906
Dwarka,2023-02-14,1,0,2,0,Afternoon 10-1,1.0,22,1343
Dwarka,2023-02-14,1,0,2,0,Evening 4-7,1.0,22,1626
Dwarka,2023-02-14,1,0,2,0,Night 8-11,1.0,22,714
Ambaji,2023-02-14,1,0,2,0,Morning 6-9,1.0,36,648
Ambaji,2023-02-14,1,0,2,0,Afternoon 10-1,1.0,36,909
Ambaji,2023-02-14,1,0,2,0,Evening 4-7,1.0,36,1149
Ambaji,2023-02-14,1,0,2,0,Night 8-11,1.0,36,460
Pavagadh,2023-02-14,1,0,2,0,Morning 6-9,1.0,36,1058
Pavagadh,2023-02-14,1,0,2,0,Afternoon 10-1,1.0,36,1632
Pavagadh,2023-02-14,1,0,2,0,Evening 4-7,1.0,36,1991
Pavagadh,2023-02-14,1,0,2,0,Night 8-11,1.0,36,858
Somnath,2023-02-15,2,0,2,0,Morning 6-9,1.0,3,714
Somnath,2023-02-15,2,0,2,0,Afternoon 10-1,1.0,3,1120
Somnath,2023-02-15,2,0,2,0,Evening 4-7,1.0,3,1307
Somnath,2023-02-15,2,0,2,0,Night 8-11,1.0,3,585
Dwarka,2023-02-15,2,0,2,0,Morning 6-9,1.0,21,892
Dwarka,2023-02-15,2,0,2,0,Afternoon 10-1,1.0,21,1350
Dwarka,2023-02-15,2,0,2,0,Evening 4-7,1.0,21,1724
Dwarka,2023-02-15,2,0,2,0,Night 8-11,1.0,21,677
Ambaji,2023-02-15,2,0,2,0,Morning 6-9,1.0,35,643
Ambaji,2023-02-15,2,0,2,0,Afternoon 10-1,1.0,35,986
Ambaji,2023-02-15,2,0,2,0,Evening 4-7,1.0,35,1156
Ambaji,2023-02-15,2,0,2,0,Night 8-11,1.0,35,462
Pavagadh,2023-02-15,2,0,2,0,Morning 6-9,1.0,35,1154
Pavagadh,2023-02-15,2,0,2,0,Afternoon 10-1,1.0,35,1533
Pavagadh,2023-02-15,2,0,2,0,Evening 4-7,1.0,35,1950
Pavagadh,2023-02-15,2,0,2,0,Night 8-11,1.0,35,850
Somnath,2023-02-16,3,0,2,0,Morning 6-9,1.9,2,1339
Somnath,2023-02-16,3,0,2,0,Afternoon 10-1,1.9,2,1937
Somnath,2023-02-16,3,0,2,0,Evening 4-7,1.9,2,2529
Somnath,2023-02-16,3,0,2,0,Night 8-11,1.9,2,974
Dwarka,2023-02-16,3,0,2,0,Morning 6-9,1.0,20,882
Dwarka,2023-02-16,3,0,2,0,Afternoon 10-1,1.0,20,1325
Dwarka,2023-02-16,3,0,2,0,Evening 4-7,1.0,20,1610
Dwarka,2023-02-16,3,0,2,0,Night 8-11,1.0,20,640
Ambaji,2023-02-16,3,0,2,0,Morning 6-9,1.0,34,678
Ambaji,2023-02-16,3,0,2,0,Afternoon 10-1,1.0,34,941
Ambaji,2023-02-16,3,0,2,0,Evening 4-7,1.0,34,1229
Ambaji,2023-02-16,3,0,2,0,Night 8-11,1.0,34,482
Pavagadh,2023-02-16,3,0,2,0,Morning 6-9,1.0,34,1025
Pavagadh,2023-02-16,3,0,2,0,Afternoon 10-1,1.0,34,1579
Pavagadh,2023-02-16,3,0,2,0,Evening 4-7,1.0,34,1921
