date,temple,footfall
2023-08-07,Ambaji,1667
2023-08-07,Pavagadh,1239
2023-08-08,Somnath,2724
2023-08-08,Dwarka,1404
2023-08-08,Ambaji,1784
2023-08-08,Pavagadh,899
2023-08-09,Somnath,3126
2023-08-09,Dwarka,1876
2023-08-09,Ambaji,1774
2023-08-09,Pavagadh,1491
2023-08-10,Somnath,6924
2023-08-10,Dwarka,3946
2023-08-10,Ambaji,3578
2023-08-10,Pavagadh,2382
2023-08-11,Somnath,7340
2023-08-11,Dwarka,4279
2023-08-11,Ambaji,3587
2023-08-11,Pavagadh,2547
2023-08-12,Somnath,10541
2023-08-12,Dwarka,6351
2023-08-12,Ambaji,4956
2023-08-12,Pavagadh,3672
2023-08-13,Somnath,10705
2023-08-13,Dwarka,6738
2023-08-13,Ambaji,5376
2023-08-13,Pavagadh,3983
2023-08-14,Somnath,5993
2023-08-14,Dwarka,3844
2023-08-14,Ambaji,3386
2023-08-14,Pavagadh,2636
2023-08-15,Somnath,6561
2023-08-15,Dwarka,4179
2023-08-15,Ambaji,3249
2023-08-15,Pavagadh,2980
2023-08-16,Somnath,7196
2023-08-16,Dwarka,4212
2023-08-16,Ambaji,3213
2023-08-16,Pavagadh,3024
2023-08-17,Somnath,7898
2023-08-17,Dwarka,4574
2023-08-17,Ambaji,3748
2023-08-17,Pavagadh,2824
2023-08-18,Somnath,6922
2023-08-18,Dwarka,3987
2023-08-18,Ambaji,3651
2023-08-18,Pavagadh,2583
2023-08-19,Somnath,11342
2023-08-19,Dwarka,7142
2023-08-19,Ambaji,5906
2023-08-19,Pavagadh,4706
2023-08-20,Somnath,10513
2023-08-20,Dwarka,6702
2023-08-20,Ambaji,5227
2023-08-20,Pavagadh,3968
2023-08-21,Somnath,3098
2023-08-21,Dwarka,2095
2023-08-21,Ambaji,1582
2023-08-21,Pavagadh,1158
2023-08-22,Somnath,2625
2023-08-22,Dwarka,1938
2023-08-22,Ambaji,1544
2023-08-22,Pavagadh,887
2023-08-23,Somnath,3259
2023-08-23,Dwarka,2000
2023-08-23,Ambaji,1539
2023-08-23,Pavagadh,789
2023-08-24,Somnath,2836
2023-08-24,Dwarka,1876
2023-08-24,Ambaji,1432
2023-08-24,Pavagadh,1059
2023-08-25,Somnath,3091
2023-08-25,Dwarka,1816
2023-08-25,Ambaji,1822
2023-08-25,Pavagadh,1312
2023-08-26,Somnath,3573
2023-08-26,Dwarka,2442
2023-08-26,Ambaji,1924
2023-08-26,Pavagadh,1434
2023-08-27,Somnath,3484
2023-08-27,Dwarka,2059
2023-08-27,Ambaji,1517
2023-08-27,Pavagadh,1239
2023-08-28,Somnath,3106
2023-08-28,Dwarka,1929
2023-08-28,Ambaji,1254
2023-08-28,Pavagadh,1190
2023-08-29,Somnath,3182
2023-08-29,Dwarka,2087
2023-08-29,Ambaji,1601
2023-08-29,Pavagadh,1060
2023-08-30,Somnath,2716
2023-08-30,Dwarka,1546
2023-08-30,Ambaji,1093
2023-08-30,Pavagadh,1337
2023-08-31,Somnath,2716
2023-08-31,Dwarka,1475
2023-08-31,Ambaji,1185
2023-08-31,Pavagadh,958
2023-09-01,Somnath,2409
2023-09-01,Dwarka,1590
2023-09-01,Ambaji,1564
2023-09-01,Pavagadh,1105
2023-09-02,Somnath,3765
2023-09-02,Dwarka,2012
2023-09-02,Ambaji,1825
2023-09-02,Pavagadh,1887
2023-09-03,Somnath,4222
2023-09-03,Dwarka,2460
2023-09-03,Ambaji,2073
2023-09-03,Pavagadh,1265
2023-09-04,Somnath,3284
2023-09-04,Dwarka,2487
2023-09-04,Ambaji,1391
2023-09-04,Pavagadh,1462
2023-09-05,Somnath,2810
2023-09-05,Dwarka,2028
2023-09-05,Ambaji,1464
2023-09-05,Pavagadh,905
2023-09-06,Somnath,3091
2023-09-06,Dwarka,1913
2023-09-06,Ambaji,1157
2023-09-06,Pavagadh,810
2023-09-07,Somnath,3047
2023-09-07,Dwarka,2128
2023-09-07,Ambaji,1543
2023-09-07,Pavagadh,1217
2023-09-08,Somnath,3257
2023-09-08,Dwarka,2177
2023-09-08,Ambaji,1222
2023-09-08,Pavagadh,1164
2023-09-09,Somnath,4198
2023-09-09,Dwarka,2606
2023-09-09,Ambaji,2000
2023-09-09,Pavagadh,1494
2023-09-10,Somnath,4562
2023-09-10,Dwarka,2835
2023-09-10,Ambaji,2140
2023-09-10,Pavagadh,1534
2023-09-11,Somnath,2592
2023-09-11,Dwarka,1681
2023-09-11,Ambaji,1143
2023-09-11,Pavagadh,1068
2023-09-12,Somnath,2901
2023-09-12,Dwarka,2055
2023-09-12,Ambaji,1502
2023-09-12,Pavagadh,1480
2023-09-13,Somnath,2405
2023-09-13,Dwarka,1599
2023-09-13,Ambaji,1296
2023-09-13,Pavagadh,1133
2023-09-14,Somnath,3074
2023-09-14,Dwarka,1966
2023-09-14,Ambaji,1685
2023-09-14,Pavagadh,1641
2023-09-15,Somnath,2675
2023-09-15,Dwarka,1827
2023-09-15,Ambaji,1237
2023-09-15,Pavagadh,1192
2023-09-16,Somnath,4181
2023-09-16,Dwarka,2475
2023-09-16,Ambaji,2181
2023-09-16,Pavagadh,1740
2023-09-17,Somnath,3869
2023-09-17,Dwarka,2798
2023-09-17,Ambaji,1843
2023-09-17,Pavagadh,1565
2023-09-18,Somnath,3118
2023-09-18,Dwarka,1422
2023-09-18,Ambaji,1225
2023-09-18,Pavagadh,1220
2023-09-19,Somnath,2954
2023-09-19,Dwarka,1826
2023-09-19,Ambaji,1757
2023-09-19,Pavagadh,1174
2023-09-20,Somnath,2698
2023-09-20,Dwarka,1860
2023-09-20,Ambaji,1422
2023-09-20,Pavagadh,1509
2023-09-21,Somnath,3171
2023-09-21,Dwarka,2330
2023-09-21,Ambaji,1943
2023-09-21,Pavagadh,1092
2023-09-22,Somnath,2821
2023-09-22,Dwarka,1626
2023-09-22,Ambaji,1107
2023-09-22,Pavagadh,1114
2023-09-23,Somnath,4429
2023-09-23,Dwarka,2846
2023-09-23,Ambaji,2080
2023-09-23,Pavagadh,1584
2023-09-24,Somnath,3780
2023-09-24,Dwarka,1805
2023-09-24,Ambaji,1958
2023-09-24,Pavagadh,1401
2023-09-25,Somnath,2330
2023-09-25,Dwarka,1863
2023-09-25,Ambaji,1131
2023-09-25,Pavagadh,746
2023-09-26,Somnath,3024
2023-09-26,Dwarka,1713
2023-09-26,Ambaji,1389
2023-09-26,Pavagadh,893
2023-09-27,Somnath,2612
2023-09-27,Dwarka,1628
2023-09-27,Ambaji,1194
2023-09-27,Pavagadh,1072
2023-09-28,Somnath,2524
2023-09-28,Dwarka,1827
2023-09-28,Ambaji,1321
2023-09-28,Pavagadh,627
2023-09-29,Somnath,2034
2023-09-29,Dwarka,1521
2023-09-29,Ambaji,1453
2023-09-29,Pavagadh,1196
2023-09-30,Somnath,4217
2023-09-30,Dwarka,3085
2023-09-30,Ambaji,2448
2023-09-30,Pavagadh,1433
2023-10-01,Somnath,6356
2023-10-01,Dwarka,3849
2023-10-01,Ambaji,2927
2023-10-01,Pavagadh,2862
2023-10-02,Somnath,4862
2023-10-02,Dwarka,2765
2023-10-02,Ambaji,2312
2023-10-02,Pavagadh,1970
2023-10-03,Somnath,4959
2023-10-03,Dwarka,3120
2023-10-03,Ambaji,2959
2023-10-03,Pavagadh,1752
2023-10-04,Somnath,5435
2023-10-04,Dwarka,3432
2023-10-04,Ambaji,2526
2023-10-04,Pavagadh,2120
2023-10-05,Somnath,5442
2023-10-05,Dwarka,3187
2023-10-05,Ambaji,2556
2023-10-05,Pavagadh,1904
2023-10-06,Somnath,4462
2023-10-06,Dwarka,2634
2023-10-06,Ambaji,2114
2023-10-06,Pavagadh,1529
2023-10-07,Somnath,7206
2023-10-07,Dwarka,4147
2023-10-07,Ambaji,3516
2023-10-07,Pavagadh,2768
2023-10-08,Somnath,7351
2023-10-08,Dwarka,4359
2023-10-08,Ambaji,3416
2023-10-08,Pavagadh,2815
2023-10-09,Somnath,4595
2023-10-09,Dwarka,2712
2023-10-09,Ambaji,2719
2023-10-09,Pavagadh,1868
2023-10-10,Somnath,5271
2023-10-10,Dwarka,3114
2023-10-10,Ambaji,2418
2023-10-10,Pavagadh,1700
2023-10-11,Somnath,5871
2023-10-11,Dwarka,3309
2023-10-11,Ambaji,2895
2023-10-11,Pavagadh,2367
2023-10-12,Somnath,4467
2023-10-12,Dwarka,2915
2023-10-12,Ambaji,2252
2023-10-12,Pavagadh,1684
2023-10-13,Somnath,4390
2023-10-13,Dwarka,3089
2023-10-13,Ambaji,2107
2023-10-13,Pavagadh,1642
2023-10-14,Somnath,6922
2023-10-14,Dwarka,4477
2023-10-14,Ambaji,3669
2023-10-14,Pavagadh,2620
2023-10-15,Somnath,7849
2023-10-15,Dwarka,4850
2023-10-15,Ambaji,3866
2023-10-15,Pavagadh,3243
2023-10-16,Somnath,4940
2023-10-16,Dwarka,2904
2023-10-16,Ambaji,2652
2023-10-16,Pavagadh,1809
2023-10-17,Somnath,4203
2023-10-17,Dwarka,3421
2023-10-17,Ambaji,2077
2023-10-17,Pavagadh,1746
2023-10-18,Somnath,4340
2023-10-18,Dwarka,2355
2023-10-18,Ambaji,2128
2023-10-18,Pavagadh,1547
2023-10-19,Somnath,5047
2023-10-19,Dwarka,2917
2023-10-19,Ambaji,2919
2023-10-19,Pavagadh,1774
2023-10-20,Somnath,13215
2023-10-20,Dwarka,8390
2023-10-20,Ambaji,6422
2023-10-20,Pavagadh,4919
2023-10-21,Somnath,19387
2023-10-21,Dwarka,12374
2023-10-21,Ambaji,9800
2023-10-21,Pavagadh,7312
2023-10-22,Somnath,21794
2023-10-22,Dwarka,14181
2023-10-22,Ambaji,10970
2023-10-22,Pavagadh,8155
2023-10-23,Somnath,12868
2023-10-23,Dwarka,7736
2023-10-23,Ambaji,6401
2023-10-23,Pavagadh,4554
2023-10-24,Somnath,12876
2023-10-24,Dwarka,8383
2023-10-24,Ambaji,6289
2023-10-24,Pavagadh,4702
2023-10-25,Somnath,14406
2023-10-25,Dwarka,8879
2023-10-25,Ambaji,7381
2023-10-25,Pavagadh,5513
2023-10-26,Somnath,13709
2023-10-26,Dwarka,8448
2023-10-26,Ambaji,6934
2023-10-26,Pavagadh,5199
2023-10-27,Somnath,11036
2023-10-27,Dwarka,7094
2023-10-27,Ambaji,5788
2023-10-27,Pavagadh,4025
2023-10-28,Somnath,20035
2023-10-28,Dwarka,12520
2023-10-28,Ambaji,9860
2023-10-28,Pavagadh,7228
2023-10-29,Somnath,20249
2023-10-29,Dwarka,12612
2023-10-29,Ambaji,9904
2023-10-29,Pavagadh,7152
2023-10-30,Somnath,14521
2023-10-30,Dwarka,9133
2023-10-30,Ambaji,7222
2023-10-30,Pavagadh,5369
2023-10-31,Somnath,13685
2023-10-31,Dwarka,8651
2023-10-31,Ambaji,6805
2023-10-31,Pavagadh,4917
2023-11-01,Somnath,5518
2023-11-01,Dwarka,3338
2023-11-01,Ambaji,2764
2023-11-01,Pavagadh,1992
2023-11-02,Somnath,4755
2023-11-02,Dwarka,3293
2023-11-02,Ambaji,2319
2023-11-02,Pavagadh,1820
2023-11-03,Somnath,4572
2023-11-03,Dwarka,3205
2023-11-03,Ambaji,2211
2023-11-03,Pavagadh,1704
2023-11-04,Somnath,6808
2023-11-04,Dwarka,4101
2023-11-04,Ambaji,3188
2023-11-04,Pavagadh,2566
2023-11-05,Somnath,6492
2023-11-05,Dwarka,4051
2023-11-05,Ambaji,3208
2023-11-05,Pavagadh,2294
2023-11-06,Somnath,5140
2023-11-06,Dwarka,2853
2023-11-06,Ambaji,2347
2023-11-06,Pavagadh,1978
2023-11-07,Somnath,4426
2023-11-07,Dwarka,2633
2023-11-07,Ambaji,2579
2023-11-07,Pavagadh,1337
2023-11-08,Somnath,5131
2023-11-08,Dwarka,2893
2023-11-08,Ambaji,2087
2023-11-08,Pavagadh,1753
2023-11-09,Somnath,5231
2023-11-09,Dwarka,2985
2023-11-09,Ambaji,2529
2023-11-09,Pavagadh,1813
2023-11-10,Somnath,4506
2023-11-10,Dwarka,2467
2023-11-10,Ambaji,2137
2023-11-10,Pavagadh,1830
2023-11-11,Somnath,6664
2023-11-11,Dwarka,4197
2023-11-11,Ambaji,3225
2023-11-11,Pavagadh,2847
2023-11-12,Somnath,7266
2023-11-12,Dwarka,4623
2023-11-12,Ambaji,3660
2023-11-12,Pavagadh,2764
2023-11-13,Somnath,5866
2023-11-13,Dwarka,3582
2023-11-13,Ambaji,2759
2023-11-13,Pavagadh,2234
2023-11-14,Somnath,4086
2023-11-14,Dwarka,2577
2023-11-14,Ambaji,2390
2023-11-14,Pavagadh,1529
2023-11-15,Somnath,4145
2023-11-15,Dwarka,2588
2023-11-15,Ambaji,1717
2023-11-15,Pavagadh,1782
2023-11-16,Somnath,5290
2023-11-16,Dwarka,3200
2023-11-16,Ambaji,2526
2023-11-16,Pavagadh,1840
2023-11-17,Somnath,5681
2023-11-17,Dwarka,3299
2023-11-17,Ambaji,2623
2023-11-17,Pavagadh,2234
2023-11-18,Somnath,7209
2023-11-18,Dwarka,4405
2023-11-18,Ambaji,3422
2023-11-18,Pavagadh,2569
2023-11-19,Somnath,5446
2023-11-19,Dwarka,3339
2023-11-19,Ambaji,2919
2023-11-19,Pavagadh,1690
2023-11-20,Somnath,5022
2023-11-20,Dwarka,3281
2023-11-20,Ambaji,2261
2023-11-20,Pavagadh,1671
2023-11-21,Somnath,4932
2023-11-21,Dwarka,3300
2023-11-21,Ambaji,2659
2023-11-21,Pavagadh,1657
2023-11-22,Somnath,5050
2023-11-22,Dwarka,3406
2023-11-22,Ambaji,2384
2023-11-22,Pavagadh,2013
2023-11-23,Somnath,4583
2023-11-23,Dwarka,3381
2023-11-23,Ambaji,2315
2023-11-23,Pavagadh,1840
2023-11-24,Somnath,4643
2023-11-24,Dwarka,3370
2023-11-24,Ambaji,2237
2023-11-24,Pavagadh,1688
2023-11-25,Somnath,7643
2023-11-25,Dwarka,4290
2023-11-25,Ambaji,3782
2023-11-25,Pavagadh,2585
2023-11-26,Somnath,6360
2023-11-26,Dwarka,3802
2023-11-26,Ambaji,2915
2023-11-26,Pavagadh,2391
2023-11-27,Somnath,4824
2023-11-27,Dwarka,2717
2023-11-27,Ambaji,2256
2023-11-27,Pavagadh,1616
2023-11-28,Somnath,5175
2023-11-28,Dwarka,3073
2023-11-28,Ambaji,2935
2023-11-28,Pavagadh,1768
2023-11-29,Somnath,5429
2023-11-29,Dwarka,3274
2023-11-29,Ambaji,2320
2023-11-29,Pavagadh,1898
2023-11-30,Somnath,4649
2023-11-30,Dwarka,2858
2023-11-30,Ambaji,2511
2023-11-30,Pavagadh,1819
2023-12-01,Somnath,4424
2023-12-01,Dwarka,2590
2023-12-01,Ambaji,1905
2023-12-01,Pavagadh,1762
2023-12-02,Somnath,6847
2023-12-02,Dwarka,3903
2023-12-02,Ambaji,2962
2023-12-02,Pavagadh,2177
2023-12-03,Somnath,6204
2023-12-03,Dwarka,4579
2023-12-03,Ambaji,3182
2023-12-03,Pavagadh,2818
2023-12-04,Somnath,5140
2023-12-04,Dwarka,3474
2023-12-04,Ambaji,2897
2023-12-04,Pavagadh,1722
2023-12-05,Somnath,5150
2023-12-05,Dwarka,2976
2023-12-05,Ambaji,2516
2023-12-05,Pavagadh,1541
2023-12-06,Somnath,4524
2023-12-06,Dwarka,2874
2023-12-06,Ambaji,2600
2023-12-06,Pavagadh,1683
2023-12-07,Somnath,4601
2023-12-07,Dwarka,2863
2023-12-07,Ambaji,2356
2023-12-07,Pavagadh,1575
2023-12-08,Somnath,4676
2023-12-08,Dwarka,3104
2023-12-08,Ambaji,2755
2023-12-08,Pavagadh,1769
2023-12-09,Somnath,6394
2023-12-09,Dwarka,3773
2023-12-09,Ambaji,2743
2023-12-09,Pavagadh,2324
2023-12-10,Somnath,6606
2023-12-10,Dwarka,3964
2023-12-10,Ambaji,3166
2023-12-10,Pavagadh,2390
2023-12-11,Somnath,5018
2023-12-11,Dwarka,3174
2023-12-11,Ambaji,2393
2023-12-11,Pavagadh,1719
2023-12-12,Somnath,4943
2023-12-12,Dwarka,3386
2023-12-12,Ambaji,2397
2023-12-12,Pavagadh,1597
2023-12-13,Somnath,4862
2023-12-13,Dwarka,3135
2023-12-13,Ambaji,2613
2023-12-13,Pavagadh,2112
2023-12-14,Somnath,4697
2023-12-14,Dwarka,2767
2023-12-14,Ambaji,2080
2023-12-14,Pavagadh,1979
2023-12-15,Somnath,4557
2023-12-15,Dwarka,2888
2023-12-15,Ambaji,2452
2023-12-15,Pavagadh,1632
2023-12-16,Somnath,6414
2023-12-16,Dwarka,4222
2023-12-16,Ambaji,3329
2023-12-16,Pavagadh,2506
2023-12-17,Somnath,6446
2023-12-17,Dwarka,4306
2023-12-17,Ambaji,3514
2023-12-17,Pavagadh,2517
2023-12-18,Somnath,5363
2023-12-18,Dwarka,3166
2023-12-18,Ambaji,2265
2023-12-18,Pavagadh,1744
2023-12-19,Somnath,4991
2023-12-19,Dwarka,3399
2023-12-19,Ambaji,2500
2023-12-19,Pavagadh,1996
2023-12-20,Somnath,4931
2023-12-20,Dwarka,3138
2023-12-20,Ambaji,2467
2023-12-20,Pavagadh,1488
2023-12-21,Somnath,4284
2023-12-21,Dwarka,2698
2023-12-21,Ambaji,2528
2023-12-21,Pavagadh,1694
2023-12-22,Somnath,5122
2023-12-22,Dwarka,2960
2023-12-22,Ambaji,2504
2023-12-22,Pavagadh,1629
2023-12-23,Somnath,6292
2023-12-23,Dwarka,4307
2023-12-23,Ambaji,3060
2023-12-23,Pavagadh,2326
2023-12-24,Somnath,7066
2023-12-24,Dwarka,4224
2023-12-24,Ambaji,3335
2023-12-24,Pavagadh,2712
2023-12-25,Somnath,4310
2023-12-25,Dwarka,2731
2023-12-25,Ambaji,2039
2023-12-25,Pavagadh,1643
2023-12-26,Somnath,4454
2023-12-26,Dwarka,2872
2023-12-26,Ambaji,2250
2023-12-26,Pavagadh,2093
2023-12-27,Somnath,3616
2023-12-27,Dwarka,2034
2023-12-27,Ambaji,1818
2023-12-27,Pavagadh,1017
2023-12-28,Somnath,4521
2023-12-28,Dwarka,3016
2023-12-28,Ambaji,2288
2023-12-28,Pavagadh,1974
2023-12-29,Somnath,4728
2023-12-29,Dwarka,2946
2023-12-29,Ambaji,2310
2023-12-29,Pavagadh,1846
2023-12-30,Somnath,7160
2023-12-30,Dwarka,4342
2023-12-30,Ambaji,3729
2023-12-30,Pavagadh,2458
2023-12-31,Somnath,6706
2023-12-31,Dwarka,4398
2023-12-31,Ambaji,3440
2023-12-31,Pavagadh,2682
2024-01-01,Somnath,4800
2024-01-01,Dwarka,2181
2024-01-01,Ambaji,2249
2024-01-01,Pavagadh,1423
2024-01-02,Somnath,4097
2024-01-02,Dwarka,2517
2024-01-02,Ambaji,1915
2024-01-02,Pavagadh,1395
2024-01-03,Somnath,4937
2024-01-03,Dwarka,2809
2024-01-03,Ambaji,2703
2024-01-03,Pavagadh,2224
2024-01-04,Somnath,5039
2024-01-04,Dwarka,3254
2024-01-04,Ambaji,2447
2024-01-04,Pavagadh,1831
2024-01-05,Somnath,4590
2024-01-05,Dwarka,2768
2024-01-05,Ambaji,2650
2024-01-05,Pavagadh,1912
2024-01-06,Somnath,5650
2024-01-06,Dwarka,3562
2024-01-06,Ambaji,2784
2024-01-06,Pavagadh,2032
2024-01-07,Somnath,6509
2024-01-07,Dwarka,4062
2024-01-07,Ambaji,3280
2024-01-07,Pavagadh,2265
2024-01-08,Somnath,4843
2024-01-08,Dwarka,2860
2024-01-08,Ambaji,2329
2024-01-08,Pavagadh,1822
2024-01-09,Somnath,4351
2024-01-09,Dwarka,2833
2024-01-09,Ambaji,2079
2024-01-09,Pavagadh,2108
2024-01-10,Somnath,5177
2024-01-10,Dwarka,2786
2024-01-10,Ambaji,2697
2024-01-10,Pavagadh,1793
2024-01-11,Somnath,5237
2024-01-11,Dwarka,3357
2024-01-11,Ambaji,2633
2024-01-11,Pavagadh,2217
2024-01-12,Somnath,4545
2024-01-12,Dwarka,2855
2024-01-12,Ambaji,2118
2024-01-12,Pavagadh,1622
2024-01-13,Somnath,7538
2024-01-13,Dwarka,4736
2024-01-13,Ambaji,3718
2024-01-13,Pavagadh,2672
2024-01-14,Somnath,7357
2024-01-14,Dwarka,4488
2024-01-14,Ambaji,3436
2024-01-14,Pavagadh,2998
2024-01-15,Somnath,4575
2024-01-15,Dwarka,2948
2024-01-15,Ambaji,1920
2024-01-15,Pavagadh,1552
2024-01-16,Somnath,5296
2024-01-16,Dwarka,3088
2024-01-16,Ambaji,2418
2024-01-16,Pavagadh,2025
2024-01-17,Somnath,4498
2024-01-17,Dwarka,3108
2024-01-17,Ambaji,2178
2024-01-17,Pavagadh,1790
2024-01-18,Somnath,5054
2024-01-18,Dwarka,3108
2024-01-18,Ambaji,2492
2024-01-18,Pavagadh,1864
2024-01-19,Somnath,5287
2024-01-19,Dwarka,3183
2024-01-19,Ambaji,2403
2024-01-19,Pavagadh,1812
2024-01-20,Somnath,6577
2024-01-20,Dwarka,4374
2024-01-20,Ambaji,3272
2024-01-20,Pavagadh,2414
2024-01-21,Somnath,6575
2024-01-21,Dwarka,4336
2024-01-21,Ambaji,3448
2024-01-21,Pavagadh,2505
2024-01-22,Somnath,5252
2024-01-22,Dwarka,3086
2024-01-22,Ambaji,2579
2024-01-22,Pavagadh,1977
2024-01-23,Somnath,5144
2024-01-23,Dwarka,3434
2024-01-23,Ambaji,2905
2024-01-23,Pavagadh,1887
2024-01-24,Somnath,4243
2024-01-24,Dwarka,2775
2024-01-24,Ambaji,2190
2024-01-24,Pavagadh,1190
2024-01-25,Somnath,5172
2024-01-25,Dwarka,3197
2024-01-25,Ambaji,2635
2024-01-25,Pavagadh,1944
2024-01-26,Somnath,4376
2024-01-26,Dwarka,3013
2024-01-26,Ambaji,2010
2024-01-26,Pavagadh,1608
2024-01-27,Somnath,6124
2024-01-27,Dwarka,3793
2024-01-27,Ambaji,3675
2024-01-27,Pavagadh,2257
2024-01-28,Somnath,6149
2024-01-28,Dwarka,3955
2024-01-28,Ambaji,2890
2024-01-28,Pavagadh,2036
2024-01-29,Somnath,4084
2024-01-29,Dwarka,2866
2024-01-29,Ambaji,2166
2024-01-29,Pavagadh,2098
2024-01-30,Somnath,4374
2024-01-30,Dwarka,2678
2024-01-30,Ambaji,2539
2024-01-30,Pavagadh,1477
2024-01-31,Somnath,4689
2024-01-31,Dwarka,3021
2024-01-31,Ambaji,2499
2024-01-31,Pavagadh,1608
2024-02-01,Somnath,4448
2024-02-01,Dwarka,2974
2024-02-01,Ambaji,2202
2024-02-01,Pavagadh,1505
2024-02-02,Somnath,5329
2024-02-02,Dwarka,3416
2024-02-02,Ambaji,2663
2024-02-02,Pavagadh,2336
2024-02-03,Somnath,7750
2024-02-03,Dwarka,4785
2024-02-03,Ambaji,3932
2024-02-03,Pavagadh,2864
2024-02-04,Somnath,6375
2024-02-04,Dwarka,3954
2024-02-04,Ambaji,3592
2024-02-04,Pavagadh,2493
2024-02-05,Somnath,4585
2024-02-05,Dwarka,3147
2024-02-05,Ambaji,2835
2024-02-05,Pavagadh,1673
2024-02-06,Somnath,4956
2024-02-06,Dwarka,3472
2024-02-06,Ambaji,2419
2024-02-06,Pavagadh,1734
2024-02-07,Somnath,4820
2024-02-07,Dwarka,2951
2024-02-07,Ambaji,2094
2024-02-07,Pavagadh,1834
2024-02-08,Somnath,5400
2024-02-08,Dwarka,3066
2024-02-08,Ambaji,3137
2024-02-08,Pavagadh,2391
2024-02-09,Somnath,4044
2024-02-09,Dwarka,2670
2024-02-09,Ambaji,2141
2024-02-09,Pavagadh,1871
2024-02-10,Somnath,6930
2024-02-10,Dwarka,4418
2024-02-10,Ambaji,3842
2024-02-10,Pavagadh,2686
2024-02-11,Somnath,7399
2024-02-11,Dwarka,4896
2024-02-11,Ambaji,3595
2024-02-11,Pavagadh,2586
2024-02-12,Somnath,4427
2024-02-12,Dwarka,2641
2024-02-12,Ambaji,2126
2024-02-12,Pavagadh,1587
2024-02-13,Somnath,5493
2024-02-13,Dwarka,3278
2024-02-13,Ambaji,2504
2024-02-13,Pavagadh,1951
2024-02-14,Somnath,5183
2024-02-14,Dwarka,2995
2024-02-14,Ambaji,2422
2024-02-14,Pavagadh,2150
2024-02-15,Somnath,4886
2024-02-15,Dwarka,2749
2024-02-15,Ambaji,2506
2024-02-15,Pavagadh,1983
2024-02-16,Somnath,5144
2024-02-16,Dwarka,3365
2024-02-16,Ambaji,2400
2024-02-16,Pavagadh,1889
2024-02-17,Somnath,7812
2024-02-17,Dwarka,4218
2024-02-17,Ambaji,4006
2024-02-17,Pavagadh,2940
2024-02-18,Somnath,6581
2024-02-18,Dwarka,4316
2024-02-18,Ambaji,3321
2024-02-18,Pavagadh,2480
2024-02-19,Somnath,4864
2024-02-19,Dwarka,2714
2024-02-19,Ambaji,2327
2024-02-19,Pavagadh,1775
2024-02-20,Somnath,4882
2024-02-20,Dwarka,2498
2024-02-20,Ambaji,2251
2024-02-20,Pavagadh,1654
2024-02-21,Somnath,5318
2024-02-21,Dwarka,3111
2024-02-21,Ambaji,2349
2024-02-21,Pavagadh,1925
2024-02-22,Somnath,5050
2024-02-22,Dwarka,2586
2024-02-22,Ambaji,2370
2024-02-22,Pavagadh,1681
2024-02-23,Somnath,5311
2024-02-23,Dwarka,3243
2024-02-23,Ambaji,2552
2024-02-23,Pavagadh,2005
2024-02-24,Somnath,6524
2024-02-24,Dwarka,4187
2024-02-24,Ambaji,3052
2024-02-24,Pavagadh,2233
2024-02-25,Somnath,7332
2024-02-25,Dwarka,4576
2024-02-25,Ambaji,3689
2024-02-25,Pavagadh,2909
2024-02-26,Somnath,4733
2024-02-26,Dwarka,2926
2024-02-26,Ambaji,2506
2024-02-26,Pavagadh,1692
2024-02-27,Somnath,4117
2024-02-27,Dwarka,2504
2024-02-27,Ambaji,2101
2024-02-27,Pavagadh,1700
2024-02-28,Somnath,4486
2024-02-28,Dwarka,2938
2024-02-28,Ambaji,2312
2024-02-28,Pavagadh,1591
2024-02-29,Somnath,4207
2024-02-29,Dwarka,2800
2024-02-29,Ambaji,2436
2024-02-29,Pavagadh,1431
2024-03-01,Somnath,5035
2024-03-01,Dwarka,3619
2024-03-01,Ambaji,2840
2024-03-01,Pavagadh,1659
2024-03-02,Somnath,5623
2024-03-02,Dwarka,3741
2024-03-02,Ambaji,3132
2024-03-02,Pavagadh,2297
2024-03-03,Somnath,6425
2024-03-03,Dwarka,3947
2024-03-03,Ambaji,3216
2024-03-03,Pavagadh,2595
2024-03-04,Somnath,4816
2024-03-04,Dwarka,3011
2024-03-04,Ambaji,2360
2024-03-04,Pavagadh,1589
2024-03-05,Somnath,4725
2024-03-05,Dwarka,3044
2024-03-05,Ambaji,2313
2024-03-05,Pavagadh,1567
2024-03-06,Somnath,4027
2024-03-06,Dwarka,3001
2024-03-06,Ambaji,1960
2024-03-06,Pavagadh,1586
2024-03-07,Somnath,4126
2024-03-07,Dwarka,2673
2024-03-07,Ambaji,2315
2024-03-07,Pavagadh,1510
2024-03-08,Somnath,5202
2024-03-08,Dwarka,2948
2024-03-08,Ambaji,2017
2024-03-08,Pavagadh,2022
2024-03-09,Somnath,7366
2024-03-09,Dwarka,4448
2024-03-09,Ambaji,3915
2024-03-09,Pavagadh,2586
2024-03-10,Somnath,8172
2024-03-10,Dwarka,5267
2024-03-10,Ambaji,4308
2024-03-10,Pavagadh,3090
2024-03-11,Somnath,5029
2024-03-11,Dwarka,2892
2024-03-11,Ambaji,2473
2024-03-11,Pavagadh,1766
2024-03-12,Somnath,4685
2024-03-12,Dwarka,2636
2024-03-12,Ambaji,2701
2024-03-12,Pavagadh,1596
2024-03-13,Somnath,4740
